FORMULA	FIXEDMASS
C5H8F5NO5S2	320.9764055
C6H6F7NO4S	320.9905762
C11H4F9N	321.0200031
C10H6F7NO3	321.0235906
C8H8F9NO2	321.0411325
C9H12F9NO	321.077518
C5H2F7I	321.9089456
C5H2F7I	321.9089456
C4HF11O2S	321.9521607
C7H3F9O4	321.9887626
C10H5F7O2S	321.9898479
C7H9F7O4S	322.0109773
C12H7F9	322.0404042
C12H7F9	322.0404042
C10H9F7N2O2	322.0552251
C9H11F9O2	322.0615336
C11H19F5N2OS	322.1138253
C10H5ClF7NO	322.994789
C10H5ClF7NO	322.994789
C10H5ClF7NO	322.994789
C11H9ClF7N	323.0311745
C10H14F5NO3S	323.0614554
C10H22F3N2O4S	323.1246893
C4F7IO	323.8882102
C6H2BrF9	323.9196161
C5H4F7I	323.9245957
C5H4F7I	323.9245957
C9H4BrF7	323.9384598
C9H4BrF7	323.9384598
C9H4BrF7	323.9384598
C9H4BrF7	323.9384598
C6HF9O3S	323.9502689
C7H5F9O2S	323.9866544
C11H5F9O	324.0196688
C8H9F9OS	324.0230399
C9H7F7N2O3	324.0344896
C10H13F5O4S	324.045471
C11H14F6O4	324.0796282
C9H12F10N	324.080458
C8H3BrF7N	324.9337087
C8H3BrF7N	324.9337087
C8H3BrF7N	324.9337087
C6HF10NO3	324.9796751
C13H6F7NO	325.0337614
C11H8F9N	325.0513032
C12H18F7NO	325.1276617
C12H18F7NO	325.1276617
C5BrF9O	325.8988807
C6Cl2F8O2	325.9147604
C6H4BrF9	325.9352662
C5H2F8O5S	325.9495199
C6H3F9O3S	325.9659189
C7H4ClF9O2	325.975611
C7H4ClF9O2	325.975611
C7HF11O2	325.9800897
C7H4F10O3	326.0000762
C8H5F11O	326.0164752
C8H5F11O	326.0164752
C8H5F11O	326.0164752
C8H5F11O	326.0164752
C11H7F9O	326.0353188
C11H7F9O	326.0353188
C11H7F9O	326.0353188
C10H9F7O4	326.0389063
C10H9F7O4	326.0389063
C12H17F7O2	326.1116773
C9H5Cl2F6NO	326.9652385
C6H6F9NO2S	326.9975534
C6H6F9NO2S	326.9975534
C10H6F9NO	327.0305678
C9H14F5NO4S	327.05637
C7H4BrF7N2	327.9446078
C5HF9O4S	327.9451835
C5HF9O4S	327.9451835
C5H4F8O5S	327.96517
C5H4F8O5S	327.96517
C7F12O	327.9757533
C7F12O	327.9757533
C6H2F10O4	327.9793407
C6H5F9O3S	327.981569
C6H6F9O3P	327.9910847
C6H6F9O3P	327.9910847
C7H3F11O2	327.9957398
C7H3F11O2	327.9957398
C7H3F11O2	327.9957398
C7H3F11O2	327.9957398
C8H7F11O	328.0321253
C10H11F7O2S	328.0367981
C12H7F7N2O	328.0446604
C8H13F5N2O4S	328.051619
C11H7F7N4	328.0558938
C13H11F7N2	328.0810459
C6H2F11NO2	328.9909887
C9H7ClF7NO2	329.0053537
C10H5F10N	329.0262314
C9H10F7NO4	329.0498053
C13H10F7NO	329.0650615
C9H18F5N2O3S	329.095281
C9H18F5N2O3S	329.095281
C4BrF9O2	329.8937953
C5F10O3S	329.9408471
C5H3F9O4S	329.9608336
C6HF11O3	329.975
C6HF11O3	329.9750043
C6HF11O3	329.9750043
C8H3F9N2O2	330.0050813
C10H7F9O2	330.0302334
C11H11F9O	330.066619
C12H15F9	330.1030045
C12H15F9	330.1030045
C9H3F10NO	331.0054959
C10H4F7N3O2	331.0191739
C13H12F7NO	331.0807115
C13H12F7NO	331.0807115
C13H12F7NO	331.0807115
C10H16F7NO3	331.1018409
C4HClF8O4S	331.915633
C4HF9O5S	331.9400981
C6ClF11O	331.9462027
C5H2F10O3S	331.9564971
C5H2F10O3S	331.9564971
C6F12O2	331.9706679
C6F12O2	331.9706679
C7HF13	331.9870669
C7HF13	331.9870669
C8H7F7O4S	331.9953272
C7H4F12O	332.0070534
C7H4F12O	332.0070534
C7H4F12O	332.0070534
C10H6F10O	332.025897
C10H9F9O2	332.0458835
C10H9F9O2	332.0458835
C10H14F8NO2	332.0891309
C12H17F9	332.1186545
C6F13N	332.9823159
C7H7F7NO4P	333.0000919
C11H6F7NO3	333.0235906
C11H16F9N	333.1139035
C5HF11O2S	333.9521607
C8H3F9O4	333.9887626
C7H3F13	334.002717
C10H5F7N2O3	334.0188396
C12H6F8O2	334.0240052
C9H7F9O3	334.0251481
C13H7F9	334.0404042
C12H9F7O3	334.0439917
C12H9F7O3	334.0439917
C8H13F7N2O2S	334.0585962
C11H15F9O	334.0979191
C10H4F7NO4	335.0028551
C10H4F7NO4	335.0028551
C7H8F7NO4S	335.0062263
C12H6F9N	335.0356532
C12H6F9N	335.0356532
C10H16F9N2	335.1164289
C5Cl2F10O	335.9166522
C5Cl2F10O	335.9166522
C9F12	335.9808386
C9F12	335.9808386
C6HF13O	335.9819815
C8H11F7OSe	335.9863338
C9H3F7N2O4	335.9981041
C8H3F11N2	336.0120585
C12H5F9O	336.0196688
C11H5F9N2	336.0309021
C8H9F9N2O2	336.0520315
C13H9F9	336.0560543
C12H11F7O3	336.0596418
C11H11F7N2O2	336.0708751
C11H11F7N2O2	336.0708751
C5F13NO	336.9772305
C11H7ClF7NO	337.0104391
C12H11F8NO	337.0712897
C12H22F5N2OS	337.1367518
C10H6BrF7	337.9541098
C6F14	337.9776451
C6F14	337.9776451
C6F14	337.9776451
C6F14	337.9776451
C8HF11O2	337.9800897
C8H4F10O3	338.0000762
C8H7F9O2S	338.0023044
C12H7F9O	338.0353188
C9H11F9O3	338.0564482
C10H14F10N	338.0961081
C15H25F7	338.1844483
C7H6F9NO2S	338.9975534
C7H9F8NO3S	339.0175399
C11H6F9NO	339.0305678
C14H8F7NO	339.0494114
C12H10F9N	339.0669533
C6HF9O6	339.9629417
C7H2F10O4	339.9793407
C8H6ClF9O2	339.9912611
C8H3F11O2	339.9957398
C9H4F12	340.0121388
C11H5F9O2	340.0145834
C11H5F9O2	340.0145834
C8H9F9O2S	340.0179545
C9H7F11O	340.0321253
C10H11F11	340.0685108
C10H4F9NO2	341.0098323
C10H4F9NO2	341.0098323
C7H8F9NO2S	341.0132035
C11H14F7NO3	341.0861908
C12H18F7NO2	341.1225764
C7HF11O3	341.9750043
C11H7Cl2F7	341.9813031
C8H2F12O	341.9914033
C7H4F10O4	341.9949908
C7H7F9O3S	341.9972191
C7H7F9O3S	341.9972191
C8H5F11O2	342.0113898
C12H5F7N2O2	342.0239
C12H8F10	342.0466325
C12H14F8O2	342.0866054
C7H4Cl2F9N	342.9577085
C10F11N	342.9855094
C6H6F9NO3S	342.992468
C9H14F5NO5S	343.0512846
C9H16F5N2O4S	343.0745455
C5HF9O5S	343.9400981
C6H2F10O3S	343.9564971
C7F12O2	343.9706679
C6H5F9O4S	343.9764836
C6H5F9O4S	343.9764836
C6H6F9O4P	343.9859993
C8HF13	343.9870669
C8HF13	343.9870669
C7H3F11O3	343.9906544
C7H3F11O3	343.9906544
C7H3F11O3	343.9906544
C9H5F9N2O2	344.0207314
C8H7F11O2	344.0270399
C8H7F11O2	344.0270399
C7F13N	344.9823159
C10H6F7N5O	345.0460574
C11H12F9NO	345.077518
C9H18F5N2O4S	345.0901956
C4F9I	345.890102
C4F9I	345.890102
C4F9I	345.890102
C4F9I	345.890102
C5F10O4S	345.9357617
C6HClF10O3	345.9454538
C6H4ClF9O2S	345.947682
C6HF11O4	345.9699189
C6HF11O4	345.9699189
C8H3F9N2OS	345.9822377
C7H2F12O2	345.9863179
C7H2F12O2	345.9863179
C8H3F13	346.002717
C8H3F13	346.002717
C8H3F13	346.002717
C9H9F7O4S	346.0109773
C12H3F9N2	346.0152521
C8H6F12O	346.0227035
C10H7F9O3	346.0251481
C13H9F7O3	346.0439917
C10H10F8O4	346.0451346
C11H11F9O2	346.0615336
C11H11F9O2	346.0615336
C13H19F9	346.1343046
C10H16F7NO2S	347.0789973
C6ClF11O2	347.9411173
C5H2F10O4S	347.9514117
C6F12O3	347.9655825
C10F12	347.9808386
C7HF13O	347.9819815
C7HF13O	347.9819815
C7HF13O	347.9819815
C8H5F13	348.018367
C8H5F13	348.018367
C10H9F9O3	348.0407981
C11H13F9O2	348.0771836
C10H13F9N2O	348.088417
C14H15F7O2	348.0960273
C12H17F9O	348.1135691
C12H17F9O	348.1135691
C12H17F9O	348.1135691
C5H2F11NO2S	348.9630597
C6F13NO	348.9772305
C7H4F13N	349.013616
C13H8F9N	349.0513032
C13H8F9N	349.0513032
C9H16F7N2O2S	349.0815227
C13H22F5N2O3	349.1545101
C4Cl2F8O3S	349.881746
C5HF11O3S	349.9470753
C5H2F11O3P	349.956591
C7F14	349.9776451
C7F14	349.9776451
C7F14	349.9776451
C7F14	349.9776451
C7H3F13O	349.9976316
C7H3F13O	349.9976316
C7H3F13O	349.9976316
C7H3F13O	349.9976316
C10H5F7N2O4	350.0137542
C9H7F9O4	350.0200627
C12H9F7O2S	350.0211481
C9H5F11N2	350.0277086
C10H8F10O2	350.0364617
C12H9F7O4	350.0389063
C10H13F9NO2	350.0797091
C12H9ClF7NO	351.0260891
C8H14F7N2O3S	351.0607873
C5Cl2F10O2	351.9115668
C6H4F7IO	351.9195103
C6H4F7IO	351.9195103
C5F12O2S	351.9427389
C7H8F7I	351.9558958
C7H8F7I	351.9558958
C5F12O4	351.9604971
C11H8BrF7	351.9697599
C9H6ClF9O2	351.9912611
C12H5F9S	351.9968251
C12H5F9S	351.9968251
C12H5F9S	351.9968251
C9H9F9O2S	352.0179545
C10H10F10O2	352.0521118
C10H7BrF7N	352.9650089
C6HF10N3O3	352.9858231
C12H22F5N2O2S	353.1316665
C14H22F7NO	353.1589619
C5H3Br2F7	353.8489718
C6H3F8I	353.9151739
C6H6F7IO	353.9351604
C6H6F7IO	353.9351604
C6ClF13	353.9480945
C6ClF13	353.9480945
C8H8BrF9	353.9665663
C8H7F9O3S	353.9972191
C9H5F11O2	354.0113898
C9H5F11O2	354.0113898
C9H5F11O2	354.0113898
C9H5F11O2	354.0113898
C11H9F7O3S	354.0160627
C8H10F8O4S	354.0172056
C10H6F12	354.0277888
C12H7F9O2	354.0302334
C13H11F9O	354.066619
C11H13F11	354.0841608
C14H21F7O2	354.1429775
C8H4F11NS	354.9888805
C8H7F10NOS	355.008867
C8H6F10O2S	355.9928826
C8H6F10O4	356.0106409
C9H7F11O2	356.0270399
C9H7F11O2	356.0270399
C12H9F9O2	356.0458835
C14H11F7N2O	356.0759605
C10H17F5N2O4S	356.0829191
C10H17F5N2O4S	356.0829191
C9H3Cl2F6NO3	356.9394176
C10H4Cl2F7NO	356.9558166
C10H4Cl2F7NO	356.9558166
C10H4Cl2F7NO	356.9558166
C10H4Cl2F7NO	356.9558166
C10H4Cl2F7NO	356.9558166
C10H4Cl2F7NO	356.9558166
C6H4F9NO4S	356.9717326
C7H8F9NO3S	357.0081181
C7H8F9NO3S	357.0081181
C11H5F10NO	357.021146
C10H10F7NO5	357.04472
C12H12F9NO	357.077518
C10H18F5N2O4S	357.0901956
C11H16F7N2O3	357.1043663
C4Br2F8	357.8239
C5F9I	357.890102
C3HF11O3S2	357.9191463
C6H3F9O5S	357.9557482
C7HF11O4	357.9699189
C8H2F12O2	357.9863179
C8H2F12O2	357.9863179
C10HF11N2	357.9964085
C8H5F11O3	358.0063044
C8H5F11O3	358.0063044
C8H5F11O3	358.0063044
C8H5F11O3	358.0063044
C9H6F12O	358.0227035
C10H7F9N2O2	358.0363814
C12H8F10O	358.0415471
C11H17F7N2O3	358.1127399
C13H18F8O2	358.1179056
C14H19F9	358.1343046
C10H6F9NOS	359.0026388
C13H8F7NOS	359.0214824
C5H2F9I	359.905752
C6H2F10O4S	359.9514117
C10H5F9S2	359.9688961
C7H3F11O4	359.985569
C9H7F7O5S	359.9902419
C11H6ClF9O	359.9963465
C8H4F12O2	360.001968
C9H5F13	360.018367
C12H13F9O2	360.0771836
C14H21F9	360.1499547
C10H5ClF9NO	360.9915954
C13H10F7NO3	361.0548907
C5ClF9O4S	361.9062111
C6HCl2F9O3	361.9159032
C6HF11O3S	361.9470753
C6HF11O3S	361.9470753
C10HF11O2	361.9800897
C7H2F12O3	361.9812326
C11H5F7N2O2S	361.9959959
C8H3F13O	361.9976316
C8H3F13O	361.9976316
C7H3F13N2	362.008865
C8H6F12O2	362.0176181
C9H7F13	362.0340171
C13H7F9N2	362.0465522
C11H11F9O3	362.0564482
C12H15F9O2	362.0928337
C9F11NO2	362.9753387
C6H4F11NO2S	362.9787098
C7H2F13NO	362.9928805
C8H6F13N	363.0292661
C9H12F7NO4S	363.0375264
C9H12F7NO4S	363.0375264
C10H16F7NO3S	363.0739119
C10H18F7N2O2S	363.0971728
C5BrF11O	363.8956871
C6F12O2S	363.9427389
C7HClF12O	363.952431
C6H3F11O3S	363.9627254
C6H3F11O3S	363.9627254
C10F12O	363.9757533
C7HF13O2	363.9768961
C7HF13O2	363.9768961
C7HF13O2	363.9768961
C8H2F14	363.9932951
C8H2F14	363.9932951
C8H2F14	363.9932951
C8H5F13O	364.0132816
C8H5F13O	364.0132816
C8H5F13O	364.0132816
C13H5F9O2	364.0145834
C11H7F7N2O4	364.0294042
C13H11F7O2S	364.0367981
C13H11F7O2S	364.0367981
C11H15F9NO2	364.0953591
C10H14F9N2O2	365.0906081
C5HClF10O3S	365.9175248
C5H2ClF10O3P	365.9270404
C5HF11O4S	365.9419899
C7F14O	365.9725597
C7F14O	365.9725597
C7F14O	365.9725597
C7F14O	365.9725597
C7F14O	365.9725597
C7F14O	365.9725597
C10H2F12O	365.9914033
C7H3F13O2	365.9925462
C9H7F9O3S	365.9972191
C9H7F9O3S	365.9972191
C9H7F9O3S	365.9972191
C9H7F9O3S	365.9972191
C8H4F14	366.0089452
C8H4F14	366.0089452
C8H4F14	366.0089452
C10H5F11O2	366.0113898
C12H9F7O3S	366.0160627
C13H7F9O2	366.0302334
C10H5BrF7NO	366.9442734
C8H6F9NO3S	366.992468
C10H8F7N3O2S	367.022545
C15H24F7NO	367.1746119
C6HClF12O2	367.9473456
C6HClF12O2	367.9473456
C7H8F7IO	367.9508104
C7H2F14O	367.9882098
C9H9F9O3S	368.0128691
C10H7F11O2	368.0270399
C10H7F11O2	368.0270399
C10H7F11O2	368.0270399
C9H9F9O5	368.0306274
C9H6F11NO2	369.0222889
C8H11F8NO4S	369.0281046
C7HF15	369.9838733
C8H7F9O4S	369.9921337
C9H5F11O3	370.0063044
C9H5F11O3	370.0063044
C12H7F9OS	370.0073898
C10H6F12O	370.0227035
C12H10F8O4	370.0451346
C6H8F7NO5S2	370.9732119
C6F15N	370.9791223
C7H6F9NO4S	370.9873827
C11H6F9NOS	371.0026388
C8H10F9NO3S	371.0237682
C11H12F7NO5	371.06037
C11H12F7NO5	371.06037
C11H20F5N2O4S	371.1058456
C11H20F5N2O4S	371.1058456
C9H4F7I	371.9245957
C9H4F7I	371.9245957
C5HF13O2S	371.9489671
C8H3F11O4	371.985569
C10H5F13	372.018367
C10H5F13	372.018367
C9H7F11O3	372.0219545
C9H7F11O3	372.0219545
C12H9F9OS	372.0230399
C11H9F9N2O2	372.0520315
C14H11F7N2O2	372.0708751
C8F13NO	372.9772305
C12H10F7N5O	373.0773575
C11H22F5N2O4S	373.1214957
C11H22F5N2O4S	373.1214957
C4Br2F8O	373.8188146
C6H4F9I	373.9214021
C7HF11O3S	373.9470753
C8H5F11O4	374.0012191
C11H7F9O2S	374.0023044
C17H9F7N2	374.0653958
C10H12F12N	374.0772644
C6H2F10O5S	375.9463264
C11F12O	375.9757533
C8HF13O2	375.9768961
C10H5F9O3S	375.981569
C8H4F12O3	375.9968826
C9H5F13O	376.0132816
C9H5F13O	376.0132816
C9H5F13O	376.0132816
C9H5F13O	376.0132816
C10H9F13	376.0496671
C12H13F9O3	376.0720983
C7H6F11NO2S	376.9943599
C8H4F13NO	377.0085306
C14H14F7NO3	377.0861908
C16H22F7NO	377.1589619
C4F9IO2	377.8799312
C6HF11O4S	377.9419899
C6HF11O4S	377.9419899
C6HF11O6	377.9597482
C9H10F7I	377.9715459
C9H10F7I	377.9715459
C8F14O	377.9725597
C7H2F12O4	377.9761472
C7H2F12O4	377.9761472
C7H5F11O3S	377.9783754
C7H5F11O3S	377.9783754
C8H3F13O2	377.9925462
C8H3F13O2	377.9925462
C8H3F13O2	377.9925462
C7H3F13N2O	378.0037796
C9H7F13O	378.0289317
C9H7F13O	378.0289317
C13H7F9N2O	378.0414668
C13H7F9N2O	378.0414668
C9H13F7N2O4S	378.0484254
C14H13F7O2S	378.0524482
C14H13F7O2S	378.0524482
C14H13F7O2S	378.0524482
C12H12F10O2	378.0677618
C12H17F9NO2	378.1110092
C10HF12NO	378.9866523
C10HF12NO	378.9866523
C10H18F7N2O3S	379.0920874
C12H22F3N2O6S	379.1145185
C6F12O3S	379.9376535
C6H3F11O4S	379.95764
C7HF13O3	379.9718108
C7HF13O3	379.9718108
C9H12F7I	379.9871959
C9H12F7I	379.9871959
C8H5F13S	379.990438
C10H9F9O3S	380.0128691
C11H7F11O2	380.0270399
C13H11F7O3S	380.0317128
C13H11F7O3S	380.0317128
C13H21F5N2O3S	380.1193046
C8H5F14N	381.0198442
C13H22F5N2O3S	381.1265811
C16H26F7NO	381.190262
C5HClF10O4S	381.9124394
C5HF11O5S	381.9369046
C7ClF13O	381.9430092
C6H2F12O3S	381.9533036
C6H2F12O3S	381.9533036
C7F14O2	381.9674743
C8H4ClF13	381.9793947
C8HF15	381.9838733
C10H12BrF9	381.9978665
C8H4F14O	382.0038598
C8H4F14O	382.0038598
C12H9F7O4S	382.0109773
C11H9F7N2O3S	382.0222107
C11H9F11O2	382.0426899
C11H14F10NO2	382.0859373
C12H19F5N2O4S	382.0985692
C7F15N	382.9791223
C9H10F9NO3S	383.0237682
C15H8F7NO3	383.0392407
C6HF13O2S	383.9489671
C12H5F9O2S	383.9866544
C9H9F9O4S	384.0077837
C11H5F9N2O3	384.015646
C10H7F11O3	384.0219545
C10H13F9O3S	384.0441693
C10H14F9O3P	384.0536849
C9H13F9N2O2S	384.0554026
C9H13F9N2O2S	384.0554026
C9H13F9N2O2S	384.0554026
C12H12F12	384.074739
C14H13F9O2	384.0771836
C8H8F9NO4S	385.0030327
C12H8F9NOS	385.0182889
C12H8F9NOS	385.0182889
C9H12F9NO3S	385.0394182
C9H12F9NO3S	385.0394182
C10H10F11NO2	385.053589
C15H14F7N3O	385.1025096
C11H16F11N2	385.1132354
C12H22F5N2O4S	385.1214957
C6ClF13S	385.9201655
C10F14	385.9776451
C10F14	385.9776451
C10F14	385.9776451
C7HF15O	385.978788
C10H6F12O2	386.0176181
C9H11F9O4S	386.0234338
C12H5F11N2	386.0277086
C13H8F10O2	386.0364617
C13H8F10O2	386.0364617
C10H9F11O3	386.0376046
C10H9F11O3	386.0376046
C10H9F11O3	386.0376046
C16H23F9	386.1656047
C8H10F9NO4S	387.0186828
C8H10F9NO4S	387.0186828
C10H6F13N	387.0292661
C11H18F5NO4S2	387.0597412
C12H16F7NO5	387.0916702
C7BrF11O	387.8956871
C7H6F9I	387.9370522
C7H6F9I	387.9370522
C7F16	387.9744515
C7F16	387.9744515
C7F16	387.9744515
C7F16	387.9744515
C7F16	387.9744515
C9HF13O2	387.9768961
C8H10F9O3PS	387.9944558
C9H4F12O3	387.9968826
C9H4F12O3	387.9968826
C8H4F12N2O2	388.008116
C9H7F11O4	388.0168691
C11H14F12N	388.0929145
C16H25F9	388.1812548
C8F13NO2	388.9721451
C11H5F10NOS	388.993217
C11H5F10NOS	388.993217
C8H6F11NO2S	388.9943599
C9H4F13NO	389.0085306
C11H8F9NO2S	389.0132035
C8H4F13N3	389.019764
C11H8F9NO4	389.0309617
C11H22F5N2O5S	389.1164103
C12H6BrF7N2	389.9602578
C12H6BrF7N2	389.9602578
C11HF11O3	389.9750043
C8H2F12O4	389.9761472
C9H3F13O2	389.9925462
C11H7F9O3S	389.9972191
C11H7F9O3S	389.9972191
C8H9F10O4P	390.0078776
C14H7F9N2O	390.0414668
C11H11F13	390.0653172
C15H23F9O	390.1605193
C10H3Cl3F7NO	390.9168443
C11H4F11NO2	391.0066388
C9H2BrCl2F7	391.8605151
C6H3F10I	391.9119803
C6H2F10O6S	391.941241
C11F12O2	391.9706679
C8HF13O3	391.9718108
C10H5F9O4S	391.9764836
C8H4F12O4	391.9917972
C8H4F12O4	391.9917972
C8H7F11O3S	391.9940255
C9H5F13O2	392.0081963
C9H5F13O2	392.0081963
C9H5F13O2	392.0081963
C12H7F11O2	392.0270399
C10H9F13O	392.0445818
C13H11F7N2O4	392.0607044
C15H15F7O2S	392.0680983
C15H15F7O2S	392.0680983
C15H15F7O2S	392.0680983
C15H15F7O2S	392.0680983
C15H15F7O2S	392.0680983
C15H15F7O2S	392.0680983
C10H8F9NO3S	393.0081181
C10H16F7N2O4S	393.071352
C6HF11O5S	393.9369046
C7H2F12O3S	393.9533036
C8H3F13OS	393.9697026
C7H2F12O5	393.9710618
C7H5F11O4S	393.9732901
C8H3F13O3	393.9874608
C10H14F7I	394.002846
C10H14F7I	394.002846
C9H7F13O2	394.0238463
C9H7F13O2	394.0238463
C11H11F9O3S	394.0285192
C14H13F7O3S	394.0473628
C14H13F7O3S	394.0473628
C14H13F7O3S	394.0473628
C13H19F5N2O4S	394.0985692
C8F15N	394.9791223
C10H10F9NO3S	395.0237682
C10H18F7N2O4S	395.087002
C5F11I	395.8869084
C5F11I	395.8869084
C5F11I	395.8869084
C7HClF12O3	395.9422602
C7H4ClF11O2S	395.9444885
C8H8F7IO2	395.945725
C7HF13O4	395.9667254
C7H4F12O3S	395.9689536
C7H4F12O3S	395.9689536
C8H2F14O2	395.9831244
C8H2F14O2	395.9831244
C8H2F14O2	395.9831244
C9H3F15	395.9995234
C10H9F9O4S	396.0077837
C12H5F13	396.018367
C13H11F7O4S	396.0266274
C13H11F7O4S	396.0266274
C17H14F6S2	396.0441118
C12H11F7N2O5	396.055619
C12H11F11O2	396.05834
C12H19F9NOS	396.1038156
C11H10F11NO2	397.053589
C7H7Br2F7O	397.8751866
C6BrF13	397.897579
C6BrF13	397.897579
C6H2F12O4S	397.9482182
C7F14O3	397.9623889
C11F14	397.9776451
C8HF15O	397.978788
C8HF15O	397.978788
C7H3F13O4	397.9823754
C11H9F11O3	398.0376046
C10H15F9N2O2S	398.0710527
C11H13F11N2O	398.0852235
C12H19F5N2O5S	398.0934838
C6H2F13NO2S	398.9598662
C7F15NO	398.9740369
C8H4F15N	399.0104224
C9H10F9NO4S	399.0186828
C11H6F13N	399.0292661
C10H8F11NO3	399.0328535
C10H16F9N2O2S	399.0783292
C14H22F7N2O3	399.1513165
C6HF13O3S	399.9438818
C6H2F13O3P	399.9533974
C8F16	399.9744515
C8F16	399.9744515
C8F16	399.9744515
C8F16	399.9744515
C8F16	399.9744515
C8F16	399.9744515
C8F16	399.9744515
C8H3F15O	399.994438
C8H3F15O	399.994438
C8H3F15O	399.994438
C13H9F9O2S	400.0179545
C10H5F13N2	400.024515
C11H8F12O2	400.0332681
C16H12F7O2P	400.0463138
C9H13F9N2O3S	400.0503173
C11H11F11O3	400.0532546
C11H11F11O3	400.0532546
C11H4F9NO3S	400.976818
C11H4F9NO3S	400.976818
C10H4F9N3O2S	400.9880513
C13H6F11NO	401.0273742
C9H14F9N2O3S	401.0575937
C11H18F5N2O6S	401.0800248
C11H4BrF9O	401.9301808
C6F14O2S	401.9395453
C8H8F9I	401.9527022
C10H3F13S	401.974788
C10H3F13S	401.974788
C8H2F16	401.9901016
C12H7F9O3S	401.9972191
C9H12F9O3PS	402.0101059
C11H7F13O	402.0289317
C15H13F7N2O3	402.0814398
C12H16F12N	402.1085646
C10H5ClF7NO4S	402.9516039
C9H6F13N3	403.0354141
C11H18F5NO5S2	403.0546558
C6H3Br2F9	403.8457783
C7H6F9IO	403.9319668
C11H6BrF9O	403.9458309
C11H6BrF9O	403.9458309
C7F16O	403.9693661
C10H5F13O2	404.0081963
C10H5F13O2	404.0081963
C10H5F13O2	404.0081963
C12H9F9O3S	404.0128691
C11H9F13O	404.0445818
C13H13F9O4	404.0670129
C12H13F13	404.0809673
C10H5BrF9NO	404.9410799
C11H5ClF9NOS	404.9636664
C9H4F13NS	404.985687
C9H7F12NOS	405.0056735
C9H6F12O2S	405.9896891
C12H5F11O3	406.0063044
C10H7F13O2	406.0238463
C10H7F13O2	406.0238463
C10H7F13O2	406.0238463
C10H7F13O2	406.0238463
C10H7F13O2	406.0238463
C10H7F13O2	406.0238463
C11H11F13O	406.0602318
C11H11F13O	406.0602318
C11H11F13O	406.0602318
C11H17F7N2O4S	406.0797256
C16H17F7O2S	406.0837483
C16H17F7O2S	406.0837483
C16H17F7O2S	406.0837483
C16H17F7O2S	406.0837483
C17H13F7N4	406.102844
C7H4F11NO4S	406.968539
C8H2F13NO3	406.9827098
C8H8F11NO3S	407.0049245
C8H3F14N3	407.0103422
C9H6F13NO2	407.0190953
C9H6F13NO2	407.0190953
C10H20F5N2O5S2	407.0728313
C11H18F7N2O4S	407.087002
C12H16F9N2O3	407.1011728
C6F11I	407.8869084
C4HF13O3S2	407.9159528
C8HF13O4	407.9667254
C8HF13O4	407.9667254
C9H2F14O2	407.9831244
C9H2F14O2	407.9831244
C11HF13N2	407.9932149
C13H5F9N2OS	407.9978878
C9H5F13O3	408.0031109
C11H16F7I	408.0184961
C10H9F13O2	408.0394964
C10H9F13O2	408.0394964
C10H9F13O2	408.0394964
C15H15F7O3S	408.0630129
C15H15F7O3S	408.0630129
C15H15F7O3S	408.0630129
C15H15F7O3S	408.0630129
C15H15F7O3S	408.0630129
C15H15F7O3S	408.0630129
C12H17F9N2O3	408.1095464
C11H12F9NO3S	409.0394182
C11H12F9NO3S	409.0394182
C12H16F9NO2S	409.0758037
C6H2F11I	409.9025585
C7H3BrF12O	409.9175655
C7H2F12O4S	409.9482182
C8H6ClF11O2S	409.9601385
C8F14O3	409.9623889
C8F14O3	409.9623889
C7H2F12O6	409.9659764
C8H3F13O4	409.9823754
C10H7F9O5S	409.9870483
C9H4F14O2	409.9987744
C8H6F12O5	410.0023619
C8H4F14N2O	410.0100078
C10H5F15	410.0151735
C13H7F13	410.0340171
C14H13F7O4S	410.0422774
C14H13F7O4S	410.0422774
C14H13F7O4S	410.0422774
C13H13F11O2	410.0739901
C18H29F7O2	410.2055777
C10H4F11NO2S	410.9787098
C10H10F9NO4S	411.0186828
C12H6F13N	411.0292661
C12H6F13N	411.0292661
C12H6F13N	411.0292661
C11H14F9NO3S	411.0550683
C5F11IO	411.881823
C5F11IO	411.881823
C10H4BrF7N2O3	411.9293516
C7HClF12O4	411.9371748
C7HClF12O4	411.9371748
C7HF13O3S	411.9438818
C7HF13O3S	411.9438818
C7HF13O5	411.96164
C8H2F14O3	411.978039
C9H3F15O	411.994438
C8H3F15N2	412.0056714
C12H5F13O	412.0132816
C11H5F13N2	412.024515
C12H11F7N2O6	412.0505336
C12H11F11O3	412.0532546
C12H11F11O3	412.0532546
C11H17F9N2O2S	412.0867028
C12H19F9NO2S	412.0987302
C7H4F13NO2S	412.9755162
C8H2F15NO	412.989687
C10H12F9NO4S	413.0343328
C10H12F9NO4S	413.0343328
C11H18F9N2O2S	413.0939792
C7F14O2S	413.9395453
C6H2F12O5S	413.9431328
C7H3F13O3S	413.9595318
C7H3F13O3S	413.9595318
C11F14O	413.9725597
C8HF15O2	413.9737026
C8HF15O2	413.9737026
C8HF15O2	413.9737026
C8HF15O2	413.9737026
C8HF15O2	413.9737026
C8HF15O2	413.9737026
C8HF15O2	413.9737026
C8HF15O2	413.9737026
C8HF15O2	413.9737026
C8HF15O2	413.9737026
C8HF15O2	413.9737026
C8HF15O2	413.9737026
C8HF15O2	413.9737026
C8HF15O2	413.9737026
C8HF15O2	413.9737026
C8HF15O2	413.9737026
